Unnamed: 0,precision,recall,f1-score,support
Your nephew Maroun,0.1905 (0.2694),0.1404 (0.1985),0.1616 (0.2286),19.0
Sister Victor N. Khoury,1.0000 (0.0000),0.7426 (0.3293),0.8030 (0.2606),20.0
Your son George,0.6608 (0.2879),0.9570 (0.0608),0.7325 (0.2245),11.0
Amin Farhat,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),21.0
Patriarch Elias Hoayek,0.1667 (0.2357),0.1296 (0.1833),0.1458 (0.2062),16.0
Bishop Boulos Akl,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),16.0
Ameen Rihani,0.9277 (0.0718),0.9448 (0.0781),0.9311 (0.0354),24.0
Shibli N. Damus,0.8405 (0.1040),0.8811 (0.0917),0.8505 (0.0269),103.0
Naoum Mokarzel,0.6333 (0.4497),0.2167 (0.2095),0.3012 (0.2640),18.0
Eissa alKhouri,0.8735 (0.0799),0.8592 (0.0844),0.8618 (0.0584),43.0
Girgi Dimitri Sursock,0.2776 (0.0136),0.7381 (0.2756),0.3890 (0.0585),7.0
Felix Faris,0.5984 (0.2617),0.8933 (0.0933),0.6732 (0.2163),151.0
May Ziadeh,0.2076 (0.2003),0.6410 (0.4544),0.2990 (0.2664),22.0
Abdulaziz bin Abdul Rahman Al Faisal Al Saud,0.6175 (0.1589),0.6504 (0.2995),0.5634 (0.1787),78.0
Mohammed Amin al-Husseini ,0.3333 (0.4714),0.1579 (0.2233),0.2143 (0.3030),13.0
Prof. Ign. Kratchkovsky,0.0303 (0.0429),0.0513 (0.0725),0.0381 (0.0539),13.0
Ibrahim Mejahid Al-Jaza'eri,0.6363 (0.4499),0.5600 (0.3973),0.5954 (0.4215),25.0
Daoud Mujaes,0.6182 (0.2007),0.8519 (0.0693),0.7067 (0.1559),18.0
Bechara El Khoury,0.7332 (0.1707),0.8750 (0.1021),0.7780 (0.0929),8.0
Youssef Ibrahim Yazbek,0.9722 (0.0393),0.7794 (0.1327),0.8562 (0.0753),20.0
Elias Abu Shabaki,1.0000 (0.0000),0.9611 (0.0276),0.9799 (0.0142),49.0
Elie Maroun Khalil,0.8139 (0.1317),0.9494 (0.0059),0.8712 (0.0747),22.0
Aziz Khoury,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),14.0
Ghnatyos Mbarak,0.3611 (0.4530),0.0540 (0.0399),0.0827 (0.0713),21.0
Botros Feghaly,0.5605 (0.4011),0.5119 (0.3818),0.5336 (0.3891),24.0
Toufiq Wehbeh,0.8253 (0.1062),0.9623 (0.0277),0.8833 (0.0499),21.0
Bishop Mkhayel Akhrass,0.5862 (0.4261),0.6667 (0.4714),0.6209 (0.4426),17.0
George Saad,0.8978 (0.1445),0.6144 (0.3972),0.6088 (0.3658),38.0
Bishop Aghnathios Mbarak,0.6199 (0.1703),0.7736 (0.2417),0.6618 (0.1764),15.0
Fathallah Khoury,0.5897 (0.4275),0.6000 (0.4320),0.5862 (0.4145),14.0
Elias Sarkis,0.7618 (0.0787),0.9489 (0.0380),0.8431 (0.0574),20.0
Fouad Chehab,0.9687 (0.0370),0.9930 (0.0099),0.9802 (0.0180),11.0
Hanna Moussa,0.9872 (0.0181),0.9945 (0.0078),0.9907 (0.0080),25.0
Habib Massoud,0.7884 (0.1777),0.7549 (0.3466),0.6766 (0.1947),26.0
Zaghloul,0.9333 (0.0599),0.9904 (0.0136),0.9596 (0.0288),25.0
