Unnamed: 0,precision,recall,f1-score,support
Your nephew Maroun,0.1667 (0.2357),0.1579 (0.2233),0.1622 (0.2293),19.0
Sister Victor N. Khoury,1.0000 (0.0000),0.6037 (0.3578),0.6772 (0.3408),20.0
Your son George,0.5582 (0.2001),0.9240 (0.0662),0.6657 (0.1379),11.0
Amin Farhat,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),21.0
Patriarch Elias Hoayek,0.2051 (0.2901),0.1481 (0.2095),0.1720 (0.2433),16.0
Bishop Boulos Akl,0.3333 (0.4714),0.0208 (0.0295),0.0392 (0.0555),16.0
Ameen Rihani,0.8796 (0.0997),0.9385 (0.0869),0.8993 (0.0362),24.0
Shibli N. Damus,0.7547 (0.2117),0.8479 (0.2151),0.7466 (0.1176),103.0
Naoum Mokarzel,0.8333 (0.2357),0.3019 (0.3523),0.3614 (0.3730),18.0
Eissa alKhouri,0.8431 (0.2218),0.6105 (0.3069),0.6916 (0.2714),43.0
Girgi Dimitri Sursock,0.2411 (0.1293),0.6429 (0.2673),0.3327 (0.1769),7.0
Felix Faris,0.4883 (0.2383),0.8913 (0.1058),0.5849 (0.2311),151.0
May Ziadeh,0.1396 (0.1302),0.4720 (0.3898),0.2144 (0.1950),22.0
Abdulaziz bin Abdul Rahman Al Faisal Al Saud,0.6041 (0.3528),0.5362 (0.1120),0.4731 (0.2219),78.0
Mohammed Amin al-Husseini ,0.3333 (0.4714),0.1579 (0.2233),0.2143 (0.3030),13.0
Prof. Ign. Kratchkovsky,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),13.0
Ibrahim Mejahid Al-Jaza'eri,0.6515 (0.4611),0.5600 (0.3960),0.6022 (0.4259),25.0
Daoud Mujaes,0.7698 (0.0405),0.7963 (0.1386),0.7762 (0.0754),18.0
Bechara El Khoury,0.5991 (0.0716),0.7708 (0.1062),0.6720 (0.0789),8.0
Youssef Ibrahim Yazbek,0.9390 (0.0602),0.7524 (0.0846),0.8312 (0.0529),20.0
Elias Abu Shabaki,0.9608 (0.0555),0.8984 (0.0464),0.9285 (0.0506),49.0
Elie Maroun Khalil,0.9278 (0.0164),0.8397 (0.0942),0.8786 (0.0533),22.0
Aziz Khoury,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),14.0
Ghnatyos Mbarak,0.3462 (0.4626),0.1016 (0.1003),0.1445 (0.1710),21.0
Botros Feghaly,0.6340 (0.4483),0.5774 (0.4083),0.6043 (0.4274),24.0
Toufiq Wehbeh,0.8583 (0.0960),0.9836 (0.0232),0.9127 (0.0482),21.0
Bishop Mkhayel Akhrass,0.6286 (0.1911),0.7460 (0.3592),0.6518 (0.2601),17.0
George Saad,0.9007 (0.1404),0.5274 (0.1561),0.6360 (0.1114),38.0
Bishop Aghnathios Mbarak,0.5241 (0.2306),0.6567 (0.4052),0.5636 (0.3197),15.0
Fathallah Khoury,0.5612 (0.3271),0.5738 (0.3696),0.5615 (0.3400),14.0
Elias Sarkis,0.5653 (0.2836),0.9280 (0.0528),0.6582 (0.2622),20.0
Fouad Chehab,1.0000 (0.0000),0.9298 (0.0992),0.9608 (0.0555),11.0
Hanna Moussa,0.9967 (0.0047),0.9978 (0.0031),0.9972 (0.0039),25.0
Habib Massoud,0.7461 (0.1813),0.6863 (0.4437),0.5466 (0.3085),26.0
Zaghloul,0.9330 (0.0539),0.9229 (0.1090),0.9213 (0.0430),25.0
Father Youhanna Habib Baysari,0.8644 (0.0959),0.7664 (0.1694),0.7938 (0.0643),23.0
Mkhayel Daher,0.0139 (0.0196),0.0139 (0.0196),0.0139 (0.0196),24.0
Father Youssef Hanna & Father Botros Hasan,0.1176 (0.1664),0.0870 (0.1230),0.1000 (0.1414),23.0
Father Botros Hasan,0.2401 (0.1014),0.5694 (0.3269),0.3252 (0.1335),19.0
Father Youssef Hajj,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),21.0
Father Mkhayel Zreiby,0.4582 (0.1940),0.8362 (0.1060),0.5740 (0.1674),39.0
Father Mikhael Hanna,0.2222 (0.3143),0.0808 (0.1143),0.1185 (0.1676),33.0
Jean Philipp Kmeid,0.9701 (0.0224),0.9529 (0.0666),0.9607 (0.0434),27.0
Michel Saykali,0.7828 (0.1848),1.0000 (0.0000),0.8657 (0.1202),14.0
Hanna Ghayth (Juan Gait),0.6713 (0.0897),1.0000 (0.0000),0.7998 (0.0653),13.0
Yousef Hobeiche,0.5685 (0.2445),0.9540 (0.0336),0.6805 (0.1676),17.0
Angele Ellis,0.5476 (0.3873),0.3333 (0.2584),0.4071 (0.2987),27.0
Khalil Yossuf Nader Raad,0.6297 (0.0733),1.0000 (0.0000),0.7703 (0.0553),22.0
Mansour Eid,0.9191 (0.0316),0.8135 (0.2337),0.8393 (0.1399),93.0
Mkhayel Meneem,0.9226 (0.0829),0.8933 (0.0499),0.9066 (0.0595),25.0
Constantine Elias,0.5670 (0.1646),0.7686 (0.1692),0.6156 (0.0855),17.0
Maurice Gemayel,0.5987 (0.1762),0.6086 (0.3683),0.5382 (0.2980),11.0
Murshid Habashi,0.5877 (0.1778),0.8333 (0.1754),0.6824 (0.1692),26.0
Michel Kahwaji,0.6856 (0.1814),0.9574 (0.0602),0.7790 (0.0960),141.0
Mayor of Kfarshima,0.2986 (0.0634),0.6294 (0.2832),0.3996 (0.1167),33.0
Sohayl Tohmeh,0.9140 (0.0463),0.9343 (0.0725),0.9238 (0.0585),36.0
Shukri Kanaan,0.2013 (0.1430),0.1717 (0.1270),0.1829 (0.1303),33.0
Emily Nasrallah,0.9722 (0.0393),1.0000 (0.0000),0.9855 (0.0205),11.0
Joseph Oussani,0.8745 (0.1400),0.9672 (0.0376),0.9101 (0.0745),153.0
Father Boulos El-Mender,0.3262 (0.1963),0.3050 (0.1105),0.2982 (0.1241),20.0
Salah Tizani,0.9551 (0.0348),1.0000 (0.0000),0.9767 (0.0183),297.0
Father Elias Bassil,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),17.0
Father Tobia al-Issa,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),13.0
Assad Darouich Zacharias,0.4442 (0.2163),0.5608 (0.2799),0.4795 (0.2423),25.0
Asaad Koury Tobia Attallah,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),10.0
Krouger Tobia Attallah,0.4382 (0.1645),0.7184 (0.3714),0.5190 (0.2324),31.0
Toufic El Bacha,0.5073 (0.1017),0.9667 (0.0471),0.6616 (0.1007),40.0
Catherine Yazbek Al-Badawi,0.2292 (0.3241),0.2157 (0.3050),0.2222 (0.3143),17.0
Youssef Fadlallah Salemeh,0.6977 (0.2418),0.9559 (0.0338),0.7751 (0.1737),60.0
Bishop Youssef Darian,0.5729 (0.4058),0.5590 (0.4041),0.5648 (0.4031),53.0
Youssef Hanna El-Sawda,0.7425 (0.1732),0.8829 (0.0852),0.7879 (0.0844),21.0
accuracy,0.7034 (0.0248),0.7034 (0.0248),0.7034 (0.0248),0.7294783663566519
macro avg,0.5558 (0.0698),0.6034 (0.0667),0.5428 (0.0812),2473.0
weighted avg,0.7131 (0.0245),0.7034 (0.0248),0.6825 (0.0277),2473.0
