Unnamed: 0,precision,recall,f1-score,support
Your nephew Maroun,0.2963 (0.4190),0.2807 (0.3970),0.2883 (0.4077),19.0
Sister Victor N. Khoury,1.0000 (0.0000),0.8889 (0.1571),0.9333 (0.0943),20.0
Your son George,0.5624 (0.1305),0.9563 (0.0309),0.6975 (0.0949),11.0
Amin Farhat,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),21.0
Patriarch Elias Hoayek,0.2222 (0.3143),0.0370 (0.0524),0.0635 (0.0898),16.0
Bishop Boulos Akl,0.5000 (0.4082),0.2821 (0.3459),0.3343 (0.3824),16.0
Ameen Rihani,0.8710 (0.0950),0.9073 (0.1311),0.8745 (0.0302),24.0
Shibli N. Damus,0.7839 (0.1797),0.8899 (0.0735),0.8147 (0.0814),103.0
Naoum Mokarzel,0.9118 (0.0199),0.7019 (0.1054),0.7884 (0.0699),18.0
Eissa alKhouri,0.8455 (0.1534),0.9287 (0.0819),0.8825 (0.1200),43.0
Girgi Dimitri Sursock,0.3594 (0.0789),0.8810 (0.1214),0.5091 (0.0986),7.0
Felix Faris,0.7286 (0.1710),0.8956 (0.1045),0.7826 (0.1011),151.0
May Ziadeh,0.3229 (0.2351),0.5770 (0.3751),0.3928 (0.2820),22.0
Abdulaziz bin Abdul Rahman Al Faisal Al Saud,0.7302 (0.1276),0.6573 (0.2821),0.6564 (0.2004),78.0
Mohammed Amin al-Husseini ,0.5163 (0.3756),0.3024 (0.3478),0.3444 (0.3552),13.0
Prof. Ign. Kratchkovsky,0.0905 (0.0828),0.0513 (0.0363),0.0617 (0.0462),13.0
Ibrahim Mejahid Al-Jaza'eri,0.9855 (0.0205),0.7200 (0.1987),0.8136 (0.1432),25.0
Daoud Mujaes,0.7174 (0.1888),0.9630 (0.0524),0.8125 (0.1421),18.0
Bechara El Khoury,0.8910 (0.1045),0.7500 (0.0000),0.8116 (0.0452),8.0
Youssef Ibrahim Yazbek,0.9515 (0.0343),0.6948 (0.1468),0.7937 (0.0919),20.0
Elias Abu Shabaki,1.0000 (0.0000),0.9864 (0.0192),0.9931 (0.0098),49.0
Elie Maroun Khalil,0.9626 (0.0278),0.8788 (0.1714),0.9112 (0.1096),22.0
Aziz Khoury,0.3333 (0.4714),0.0238 (0.0337),0.0444 (0.0629),14.0
Ghnatyos Mbarak,0.2222 (0.3143),0.0360 (0.0510),0.0620 (0.0877),21.0
Botros Feghaly,0.8621 (0.1553),0.7381 (0.0891),0.7780 (0.0478),24.0
Toufiq Wehbeh,0.8614 (0.1263),0.9945 (0.0077),0.9177 (0.0737),21.0
Bishop Mkhayel Akhrass,0.9710 (0.0410),0.9214 (0.0812),0.9427 (0.0435),17.0
George Saad,0.7389 (0.2179),0.8132 (0.0959),0.7573 (0.1336),38.0
Bishop Aghnathios Mbarak,0.3935 (0.0286),0.7465 (0.3179),0.4942 (0.1205),15.0
Fathallah Khoury,0.8075 (0.2033),0.9595 (0.0299),0.8641 (0.1400),14.0
Elias Sarkis,0.7247 (0.1115),0.9489 (0.0380),0.8143 (0.0647),20.0
Fouad Chehab,1.0000 (0.0000),0.9930 (0.0099),0.9965 (0.0050),11.0
Hanna Moussa,0.9710 (0.0410),0.9934 (0.0094),0.9815 (0.0195),25.0
Habib Massoud,0.9603 (0.0297),0.9706 (0.0416),0.9641 (0.0089),26.0
Zaghloul,0.9629 (0.0157),0.9981 (0.0027),0.9801 (0.0070),25.0
Father Youhanna Habib Baysari,0.9861 (0.0196),0.9540 (0.0650),0.9682 (0.0311),23.0
Mkhayel Daher,0.0208 (0.0295),0.0139 (0.0196),0.0167 (0.0236),24.0
Father Youssef Hanna & Father Botros Hasan,0.1905 (0.2694),0.2899 (0.4099),0.2299 (0.3251),23.0
Father Botros Hasan,0.3962 (0.0806),0.8750 (0.1483),0.5366 (0.0875),19.0
Father Youssef Hajj,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),21.0
Father Mkhayel Zreiby,0.6212 (0.2627),0.6838 (0.3770),0.6446 (0.3220),39.0
Father Mikhael Hanna,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),33.0
Jean Philipp Kmeid,0.9863 (0.0157),0.9928 (0.0102),0.9894 (0.0077),27.0
Michel Saykali,0.7049 (0.2877),1.0000 (0.0000),0.7893 (0.2241),14.0
Hanna Ghayth (Juan Gait),0.7076 (0.0460),1.0000 (0.0000),0.8279 (0.0315),13.0
Yousef Hobeiche,0.9169 (0.0474),0.9113 (0.1255),0.9071 (0.0593),17.0
Angele Ellis,0.4785 (0.3738),0.2938 (0.1825),0.3277 (0.2100),27.0
Khalil Yossuf Nader Raad,0.5531 (0.2384),1.0000 (0.0000),0.6786 (0.2199),22.0
Mansour Eid,0.6506 (0.0652),0.8817 (0.1673),0.7346 (0.0539),93.0
Mkhayel Meneem,0.9733 (0.0189),0.9333 (0.0377),0.9521 (0.0112),25.0
Constantine Elias,0.5234 (0.0945),1.0000 (0.0000),0.6820 (0.0834),17.0
Maurice Gemayel,0.8426 (0.0655),0.7348 (0.0107),0.7833 (0.0236),11.0
Murshid Habashi,1.0000 (0.0000),0.9394 (0.0567),0.9679 (0.0305),26.0
Michel Kahwaji,0.6377 (0.3002),0.9149 (0.1204),0.6859 (0.2027),141.0
Mayor of Kfarshima,0.3667 (0.0425),0.6717 (0.2322),0.4693 (0.0912),33.0
Sohayl Tohmeh,0.8676 (0.0976),0.9815 (0.0262),0.9167 (0.0423),36.0
Shukri Kanaan,0.5668 (0.3152),0.3131 (0.1030),0.3699 (0.0969),33.0
Emily Nasrallah,0.7400 (0.3677),1.0000 (0.0000),0.7869 (0.3014),11.0
Joseph Oussani,0.9833 (0.0180),0.9935 (0.0092),0.9882 (0.0071),153.0
Father Boulos El-Mender,0.7179 (0.0307),0.5905 (0.1446),0.6380 (0.0957),20.0
Salah Tizani,0.9474 (0.0552),0.9989 (0.0016),0.9716 (0.0293),297.0
Father Elias Bassil,0.5185 (0.4091),0.1585 (0.1841),0.1958 (0.2034),17.0
Father Tobia al-Issa,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),13.0
Assad Darouich Zacharias,0.1720 (0.2433),0.3137 (0.4437),0.2222 (0.3143),25.0
Asaad Koury Tobia Attallah,0.0952 (0.1347),0.0333 (0.0471),0.0494 (0.0698),10.0
Krouger Tobia Attallah,0.3105 (0.2326),0.6667 (0.4714),0.4199 (0.3055),31.0
Toufic El Bacha,0.6405 (0.1840),1.0000 (0.0000),0.7641 (0.1490),40.0
Catherine Yazbek Al-Badawi,0.3333 (0.4714),0.1373 (0.1941),0.1944 (0.2750),17.0
Youssef Fadlallah Salemeh,0.6720 (0.2418),0.9621 (0.0443),0.7620 (0.1823),60.0
Bishop Youssef Darian,0.5406 (0.3835),0.6164 (0.4402),0.5736 (0.4057),53.0
Youssef Hanna El-Sawda,0.6092 (0.2753),0.9385 (0.0555),0.6955 (0.1694),21.0
accuracy,0.7587 (0.0228),0.7587 (0.0228),0.7587 (0.0228),0.7573797007682976
macro avg,0.6244 (0.0124),0.6783 (0.0155),0.6183 (0.0132),2473.0
weighted avg,0.7558 (0.0276),0.7587 (0.0228),0.7363 (0.0215),2473.0
