Unnamed: 0,precision,recall,f1-score,support
Your nephew Maroun,0.2083 (0.2946),0.1754 (0.2481),0.1905 (0.2694),19.0
Sister Victor N. Khoury,0.6157 (0.4360),0.6167 (0.4403),0.6158 (0.4375),20.0
Your son George,0.4487 (0.3977),0.6452 (0.4570),0.5003 (0.3898),11.0
Amin Farhat,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),21.0
Patriarch Elias Hoayek,0.1528 (0.1375),0.0579 (0.0455),0.0833 (0.0680),16.0
Bishop Boulos Akl,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),16.0
Ameen Rihani,0.7940 (0.0819),0.8250 (0.2475),0.7760 (0.1168),24.0
Shibli N. Damus,0.6328 (0.3613),0.7891 (0.0982),0.6123 (0.2761),103.0
Naoum Mokarzel,0.5833 (0.4249),0.4333 (0.3300),0.4963 (0.3702),18.0
Eissa alKhouri,0.6263 (0.4456),0.5581 (0.4164),0.5877 (0.4267),43.0
Girgi Dimitri Sursock,0.1301 (0.1117),0.5238 (0.4096),0.2079 (0.1752),7.0
Felix Faris,0.5455 (0.3103),0.8152 (0.0980),0.5972 (0.2935),151.0
May Ziadeh,0.1308 (0.1359),0.4720 (0.3898),0.2016 (0.2017),22.0
Abdulaziz bin Abdul Rahman Al Faisal Al Saud,0.5171 (0.3310),0.3915 (0.2493),0.3902 (0.2858),78.0
Mohammed Amin al-Husseini ,0.3333 (0.4714),0.0702 (0.0992),0.1159 (0.1640),13.0
Prof. Ign. Kratchkovsky,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),13.0
Ibrahim Mejahid Al-Jaza'eri,0.6667 (0.4714),0.5600 (0.3973),0.6084 (0.4306),25.0
Daoud Mujaes,0.4778 (0.3549),0.5741 (0.4116),0.5205 (0.3796),18.0
Bechara El Khoury,0.5648 (0.2272),0.5208 (0.3398),0.5229 (0.3078),8.0
Youssef Ibrahim Yazbek,0.9310 (0.0609),0.5544 (0.3626),0.5937 (0.3635),20.0
Elias Abu Shabaki,0.6000 (0.4320),0.6070 (0.4293),0.6011 (0.4266),49.0
Elie Maroun Khalil,0.6337 (0.4481),0.6667 (0.4714),0.6497 (0.4594),22.0
Aziz Khoury,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),14.0
Ghnatyos Mbarak,0.2500 (0.3536),0.0476 (0.0673),0.0800 (0.1131),21.0
Botros Feghaly,0.5963 (0.4217),0.3651 (0.2758),0.4475 (0.3250),24.0
Toufiq Wehbeh,0.7525 (0.1899),0.8798 (0.1700),0.7757 (0.1055),21.0
Bishop Mkhayel Akhrass,0.6204 (0.3063),0.6629 (0.4358),0.6028 (0.3796),17.0
George Saad,0.9216 (0.1109),0.5603 (0.3590),0.5955 (0.3533),38.0
Bishop Aghnathios Mbarak,0.5487 (0.1949),0.6186 (0.3330),0.5419 (0.2635),15.0
Fathallah Khoury,0.4365 (0.3335),0.4738 (0.3538),0.4542 (0.3431),14.0
Elias Sarkis,0.6274 (0.3952),0.8280 (0.1445),0.6531 (0.3746),20.0
Fouad Chehab,0.8217 (0.2521),0.9736 (0.0198),0.8697 (0.1731),11.0
Hanna Moussa,0.8283 (0.2404),0.9956 (0.0062),0.8826 (0.1601),25.0
Habib Massoud,0.3504 (0.2530),0.6538 (0.4626),0.4552 (0.3254),26.0
Zaghloul,0.9687 (0.0232),0.7148 (0.4033),0.7409 (0.3464),25.0
Father Youhanna Habib Baysari,0.8222 (0.2514),0.6387 (0.2665),0.7126 (0.2550),23.0
Mkhayel Daher,0.0370 (0.0524),0.0278 (0.0393),0.0317 (0.0449),24.0
Father Youssef Hanna & Father Botros Hasan,0.1159 (0.1640),0.1159 (0.1640),0.1159 (0.1640),23.0
Father Botros Hasan,0.3069 (0.2534),0.5241 (0.3933),0.3851 (0.3065),19.0
Father Youssef Hajj,0.1667 (0.2357),0.0476 (0.0673),0.0741 (0.1048),21.0
Father Mkhayel Zreiby,0.3654 (0.2357),0.6923 (0.1373),0.4579 (0.2285),39.0
Father Mikhael Hanna,0.2540 (0.3592),0.1616 (0.2286),0.1975 (0.2794),33.0
Jean Philipp Kmeid,0.7881 (0.1266),0.9547 (0.0640),0.8565 (0.0823),27.0
Michel Saykali,0.6335 (0.2188),1.0000 (0.0000),0.7510 (0.1836),14.0
Hanna Ghayth (Juan Gait),0.5202 (0.1372),1.0000 (0.0000),0.6728 (0.1280),13.0
Yousef Hobeiche,0.5308 (0.2888),0.9880 (0.0170),0.6364 (0.2715),17.0
Angele Ellis,0.5298 (0.3803),0.3580 (0.2536),0.4254 (0.3010),27.0
Khalil Yossuf Nader Raad,0.3345 (0.1262),1.0000 (0.0000),0.4886 (0.1346),22.0
Mansour Eid,0.8747 (0.1481),0.7845 (0.2191),0.7992 (0.1492),93.0
Mkhayel Meneem,0.9376 (0.0267),0.7067 (0.2473),0.7822 (0.1904),25.0
Constantine Elias,0.4583 (0.3281),0.5686 (0.4196),0.4988 (0.3531),17.0
Maurice Gemayel,0.5014 (0.3717),0.4646 (0.3295),0.4800 (0.3456),11.0
Murshid Habashi,0.6465 (0.1777),0.6515 (0.4003),0.5887 (0.3278),26.0
Michel Kahwaji,0.4831 (0.2764),0.6355 (0.3669),0.5388 (0.2960),141.0
Mayor of Kfarshima,0.3040 (0.0733),0.5470 (0.3220),0.3626 (0.1126),33.0
Sohayl Tohmeh,0.8273 (0.1300),0.8864 (0.0972),0.8427 (0.0588),36.0
Shukri Kanaan,0.3250 (0.2407),0.4141 (0.2993),0.3639 (0.2664),33.0
Emily Nasrallah,0.9487 (0.0725),1.0000 (0.0000),0.9722 (0.0393),11.0
Joseph Oussani,0.8432 (0.1182),0.8782 (0.1677),0.8405 (0.0817),153.0
Father Boulos El-Mender,0.4644 (0.3250),0.3851 (0.2657),0.4004 (0.2658),20.0
Salah Tizani,0.9181 (0.0741),0.9896 (0.0125),0.9513 (0.0461),297.0
Father Elias Bassil,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),17.0
Father Tobia al-Issa,0.1111 (0.1571),0.0556 (0.0786),0.0741 (0.1048),13.0
Assad Darouich Zacharias,0.2688 (0.2187),0.6008 (0.4251),0.3616 (0.2751),25.0
Asaad Koury Tobia Attallah,0.0000 (0.0000),0.0000 (0.0000),0.0000 (0.0000),10.0
Krouger Tobia Attallah,0.4152 (0.1359),0.6614 (0.3996),0.4206 (0.2309),31.0
Toufic El Bacha,0.4603 (0.1714),0.9833 (0.0236),0.6103 (0.1523),40.0
Catherine Yazbek Al-Badawi,0.3030 (0.4285),0.1961 (0.2773),0.2381 (0.3367),17.0
Youssef Fadlallah Salemeh,0.6912 (0.1585),0.6670 (0.1222),0.6699 (0.1251),60.0
Bishop Youssef Darian,0.5203 (0.3713),0.6030 (0.4275),0.5584 (0.3971),53.0
Youssef Hanna El-Sawda,0.5528 (0.3713),0.6606 (0.3675),0.5819 (0.3398),21.0
accuracy,0.6378 (0.1316),0.6378 (0.1316),0.6378 (0.1316),0.751314193287505
macro avg,0.4870 (0.1801),0.5420 (0.1681),0.4748 (0.1902),2473.0
weighted avg,0.6558 (0.1075),0.6378 (0.1316),0.6103 (0.1401),2473.0
